Name,Count
Son,11
Vardy,8
Rashford,6
De Bruyne,6
Salah,3
Agüero,3
Mané,2
Kane,2
Sterling,2
Aubameyang,1
Alli,1
Pukki,1
van Dijk,1
Abraham,1
King,1
