Name,Count
Salah,17
Agüero,5
Mané,4
Vardy,4
Jiménez,3
Alexander-Arnold,3
De Bruyne,3
Sterling,2
van Dijk,2
Aubameyang,1
Robertson,1
Son,1
Abraham,1
Kane,1
King,1
