Name,Count
Lundstram,39
Abraham,36
De Bruyne,35
Mount,26
Mané,24
Vardy,22
Button,21
Cantwell,19
Sterling,18
Salah,17
Kelly,17
Alexander-Arnold,16
McGinn,15
Pope,14
Robertson,14
Agüero,14
Söyüncü,13
Rico,13
Ryan,13
Pereira,12
Aubameyang,12
Dunk,12
Pieters,11
van Dijk,10
Jiménez,9
Digne,9
Pukki,9
Dendoncker,7
Ederson,7
King,7
Wan-Bissaka,7
Ayew,6
Guendouzi,6
McGovern,6
Tomori,5
van Aanholt,5
Greenwood,5
Mings,5
Lascelles,5
Pulisic,5
Ramsdale,5
Martial,4
Hayden,4
Henderson,4
Patrício,4
Yarmolenko,4
Callum Wilson,4
Tielemans,4
Schmeichel,4
Chilwell,4
David Silva,4
Firmino,4
Aké,4
Connolly,3
Gunn,3
McTominay,3
Maddison,3
Ings,3
James,3
Ceballos,3
Alisson,3
Kane,3
Stekelenburg,2
Pérez,2
Elneny,2
Leno,2
Zinchenko,2
Walker,2
de Gea,2
Mendy,2
Evans,2
Gibson,2
Traoré,2
Ndombele,2
Boly,2
Zaha,2
Rashford,2
Kepa,2
Diop,2
Guilbert,1
Saka,1
Montoya,1
Reid,1
Colback,1
Lowton,1
Harry Wilson,1
Hart,1
Simpson,1
Moutinho,1
Burn,1
Kovacic,1
Cresswell,1
Alonso,1
Chambers,1
Mina,1
Ward,1
Doherty,1
Wijnaldum,1
Schneiderlin,1
Ndidi,1
Willems,1
Grealish,1
Alderweireld,1
Krul,1
March,1
Martinelli,1
Janmaat,1
Richarlison,1
Douglas Luiz,1
Torreira,1
Lucas Moura,1
Fraser,1
Pedro,1
Maitland-Niles,1
Højbjerg,1
Keane,1
McNeil,1
Engels,1
Wesley,1
Adrián,1
Matip,1
Sigurdsson,1
Jorginho,1
Prödl,1
Kolasinac,1
Otamendi,1
Neves,1
Jota,1
Morgan,1
Success,1
Zouma,1
Holebas,1
Duffy,1
Bernardo Silva,1
Iwobi,1
Tosun,1
Fabianski,1
Bernard,1
Eriksen,1
