Name,Count
Salah,26
Robertson,24
Button,23
Digne,20
Fraser,20
Wan-Bissaka,20
van Dijk,18
Kelly,17
Dendoncker,16
King,16
Alisson,16
Greenwood,15
Aubameyang,15
Bernardo Silva,13
Sterling,12
Callum Wilson,12
Pérez,11
Kane,11
Agüero,11
Sigurdsson,10
De Bruyne,9
Zaha,9
Ederson,9
Aké,9
Zinchenko,8
Ryan,8
Mané,8
Lascelles,8
Firmino,8
Pope,7
Walker,7
Pulisic,7
Jiménez,7
Alexander-Arnold,7
Lundstram,6
Dunk,6
Hayden,6
Alderweireld,6
Maddison,5
Pereyra,5
Deulofeu,5
Jota,5
Richarlison,5
Murray,5
Walker-Peters,4
Moutinho,4
Milivojevic,4
Keane,4
Simpson,4
Neves,4
Deeney,3
Azpilicueta,3
Holebas,3
Duffy,3
Long,3
Taylor,3
de Gea,3
Lucas Moura,3
Martial,3
Ceballos,3
Jorginho,3
Kepa,3
Eriksen,3
Heaton,2
McGinn,2
Reid,2
Boly,2
McGovern,2
Targett,2
Guendouzi,2
Stones,2
Pereira,2
Cathcart,2
Stekelenburg,2
Fabianski,2
Pépé,2
Chilwell,2
Pogba,2
Stephens,2
Diop,2
Wickham,2
Patrício,2
Kovacic,2
Rico,2
Vardy,2
Begovic,2
Gibson,2
Alonso,2
Ayew,2
van Aanholt,2
Leno,2
Milner,2
Mee,2
Schmeichel,2
Montoya,1
Wesley,1
Barkley,1
Origi,1
James,1
Kean,1
Laporte,1
Hart,1
Lössl,1
Giroud,1
Barnes,1
Sharp,1
Trossard,1
Pickford,1
Wijnaldum,1
David Silva,1
David Luiz,1
Kanté,1
Johnson,1
Longstaff,1
Camarasa,1
Tarkowski,1
Gunn,1
Fornals,1
Bennett,1
Maguire,1
Felipe Anderson,1
Foster,1
Vallejo,1
Grealish,1
Sakho,1
Lacazette,1
March,1
Schär,1
Calvert-Lewin,1
Mkhitaryan,1
Pedro,1
Rashford,1
Torreira,1
Højbjerg,1
Sessegnon,1
Stearman,1
Coleman,1
Capoue,1
Godfrey,1
Kiko Femenía,1
Mousset,1
Özil,1
Prödl,1
Parrott,1
Morgan,1
Otamendi,1
Success,1
Kolasinac,1
Kayal,1
Zouma,1
Bernard,1
Iwobi,1
Tosun,1
