Name,Count
Lundstram,41
Vardy,35
De Bruyne,33
Mané,32
Jiménez,23
Abraham,22
Button,21
Söyüncü,17
Kelly,17
Mount,17
Rico,16
Alexander-Arnold,15
Aubameyang,15
Cantwell,15
Ryan,14
Son,14
Robertson,14
Pope,13
Salah,11
Pereira,11
McGinn,11
Sterling,11
van Dijk,10
Pulisic,10
Dunk,10
Tielemans,9
Greenwood,8
Dendoncker,8
Pieters,8
Chilwell,8
Ings,7
Schmeichel,7
McGovern,7
Mousset,7
van Aanholt,6
Wan-Bissaka,6
Digne,6
Martial,5
Henderson,5
Tomori,5
Patrício,5
Mings,5
Zaha,5
Agüero,5
Guendouzi,4
Maddison,4
Pukki,4
Ramsdale,4
James,4
Kane,4
Ederson,4
Pérez,3
Alli,3
Gunn,3
Baldock,3
Lascelles,3
Hayden,3
McTominay,3
Aké,3
Traoré,3
King,3
Stekelenburg,2
Elneny,2
Grealish,2
Leno,2
Aurier,2
Walker,2
Harry Wilson,2
Simpson,2
Ward,2
David Silva,2
de Gea,2
Ayew,2
Evans,2
Gibson,2
Ndombele,2
Firmino,2
Boly,2
Mendy,2
Krul,2
Wesley,2
Rashford,2
Ceballos,2
Kepa,2
Diop,2
Guilbert,1
Montoya,1
Reid,1
Colback,1
Lowton,1
Lovren,1
Jesus,1
Hart,1
Moutinho,1
Kovacic,1
Cresswell,1
Kanté,1
Tarkowski,1
Fleck,1
Schneiderlin,1
Gazzaniga,1
Ndidi,1
Egan,1
Willems,1
Alderweireld,1
Martinelli,1
March,1
Janmaat,1
Alisson,1
Richarlison,1
Douglas Luiz,1
Torreira,1
Lucas Moura,1
Fraser,1
Pedro,1
Callum Wilson,1
Maitland-Niles,1
Højbjerg,1
Keane,1
McNeil,1
Engels,1
Adrián,1
Matip,1
Zinchenko,1
Sigurdsson,1
Jorginho,1
Prödl,1
Kolasinac,1
Otamendi,1
Neves,1
Jota,1
Morgan,1
Success,1
Zouma,1
Duffy,1
Bernardo Silva,1
Bernard,1
Iwobi,1
Eriksen,1
Tosun,1
Fabianski,1
Holebas,1
Williams,1
Schelotto,1
