Name,Count
Lundstram,41
Abraham,36
De Bruyne,35
Vardy,30
Mané,29
Mount,22
Button,21
Kelly,17
Pope,16
Söyüncü,16
McGinn,16
Rico,16
Alexander-Arnold,16
Sterling,16
Aubameyang,15
Cantwell,15
Robertson,14
Salah,13
Ryan,13
Pereira,13
Jiménez,12
Pieters,11
van Dijk,10
Dunk,10
Tielemans,9
Digne,8
Pulisic,8
Dendoncker,8
Agüero,8
McGovern,8
Wan-Bissaka,7
Ayew,6
Guendouzi,6
van Aanholt,6
Schmeichel,6
Chilwell,6
Ramsdale,6
Tomori,5
Patrício,5
Greenwood,5
King,5
Mings,5
Maddison,5
Pukki,5
Martial,4
Hayden,4
David Silva,4
Aké,4
Kane,4
Ederson,4
Son,3
Yarmolenko,3
Gunn,3
Lascelles,3
Callum Wilson,3
Ings,3
James,3
Firmino,3
Stekelenburg,2
Pérez,2
Henderson,2
Elneny,2
Leno,2
Connolly,2
Zinchenko,2
Torreira,2
Mousset,2
de Gea,2
Evans,2
McTominay,2
Gibson,2
Alisson,2
Traoré,2
Ndombele,2
Boly,2
Zaha,2
Krul,2
Rashford,2
Ceballos,2
Kepa,2
Diop,2
Guilbert,1
Saka,1
Montoya,1
Reid,1
Colback,1
Lowton,1
Barnes,1
Simpson,1
Moutinho,1
Burn,1
Kovacic,1
Aurier,1
Cresswell,1
Chambers,1
Ward,1
Harry Wilson,1
Doherty,1
Wijnaldum,1
Schneiderlin,1
Ndidi,1
Willems,1
Alderweireld,1
Grealish,1
March,1
Martinelli,1
Janmaat,1
Mendy,1
Richarlison,1
Douglas Luiz,1
Lucas Moura,1
Fraser,1
Walker,1
Pedro,1
Højbjerg,1
Maitland-Niles,1
Keane,1
McNeil,1
Engels,1
Wesley,1
Adrián,1
Matip,1
Sigurdsson,1
Jorginho,1
Prödl,1
Morgan,1
Otamendi,1
Neves,1
Jota,1
Kolasinac,1
Success,1
Zouma,1
Holebas,1
Duffy,1
Eriksen,1
Iwobi,1
Tosun,1
Fabianski,1
Bernardo Silva,1
Bernard,1
Williams,1
Schelotto,1
